Season,Age,Team,Games,Points,Rebounds,Assists,FT%,eFG%,PER,TS%,M_VALUE,Prime
2015-16,27,OKC,80.0,23.5,7.8,10.4,0.812,0.489,27.6,0.554,0.5566,Yes
2016-17,28,OKC,81.0,31.6,10.7,10.4,0.845,0.476,30.6,0.554,0.6683,Yes
2017-18,29,OKC,80.0,25.4,10.1,10.3,0.737,0.477,24.7,0.524,0.5084,Yes
