Season,Age,Team,Games,Points,Rebounds,Assists,FT%,eFG%,PER,TS%,M_VALUE,Prime
2017-18,24,NOP,75.0,28.1,11.1,2.3,0.828,0.552,28.9,0.612,0.5579,Yes
2018-19,25,NOP,56.0,25.9,12.0,3.9,0.794,0.54,30.3,0.597,0.5593,Yes
2019-20,26,LAL,62.0,26.1,9.3,3.2,0.846,0.536,27.4,0.61,0.4966,Yes
