Season,Age,Team,Games,Points,Rebounds,Assists,FT%,eFG%,PER,TS%,M_VALUE,Prime
2018-19,24,PHI,64.0,27.5,13.6,3.7,0.804,0.517,26.1,0.593,0.4211,Yes
2019-20,25,PHI,51.0,23.0,11.6,3.0,0.807,0.512,25.8,0.59,0.275,Yes
2020-21,26,PHI,14.0,27.7,11.5,2.7,0.833,0.592,31.2,0.674,0.6013,Yes
